Node;Centrality Degree
16770;0.0027816411682892906
8988;0.002805049088359046
17967;0.0028328611898017
15673;0.002844950213371266
10755;0.0028530670470756064
14057;0.002857142857142857
18433;0.002861230329041488
20123;0.0028653295128939827
18881;0.0028694404591104736
16791;0.0028735632183908046
10282;0.0028776978417266188
11217;0.002886002886002886
12608;0.002886002886002886
17716;0.002890173410404624
17281;0.002894356005788712
20393;0.002894356005788712
15922;0.002898550724637681
17231;0.002898550724637681
19522;0.002898550724637681
19997;0.002898550724637681
14313;0.002902757619738752
19582;0.002902757619738752
3759;0.002911208151382824
11458;0.002911208151382824
9261;0.0029154518950437317
10969;0.0029154518950437317
18042;0.0029154518950437317
11253;0.00291970802919708
16698;0.00291970802919708
6788;0.0029239766081871343
11532;0.0029239766081871343
14432;0.0029239766081871343
14676;0.0029239766081871343
14972;0.0029239766081871343
15332;0.0029239766081871343
19517;0.0029239766081871343
16142;0.0029282576866764276
19314;0.0029282576866764276
13181;0.002932551319648094
16592;0.002932551319648094
18299;0.002932551319648094
18690;0.002932551319648094
19391;0.002932551319648094
20296;0.002932551319648094
9057;0.002936857562408223
10100;0.002936857562408223
16077;0.002936857562408223
7147;0.0029411764705882353
9029;0.0029411764705882353
14227;0.0029411764705882353
19023;0.0029411764705882353
19857;0.0029411764705882353
6875;0.0029455081001472753
15820;0.0029455081001472753
16202;0.0029455081001472753
16595;0.0029455081001472753
18720;0.0029455081001472753
6239;0.0029498525073746312
9566;0.0029498525073746312
11358;0.0029498525073746312
16306;0.0029498525073746312
17064;0.0029498525073746312
17735;0.0029498525073746312
3726;0.0029542097488921715
4114;0.0029542097488921715
5952;0.0029542097488921715
6190;0.0029542097488921715
10629;0.0029542097488921715
12029;0.0029542097488921715
16093;0.0029542097488921715
16701;0.0029542097488921715
17277;0.0029542097488921715
17818;0.0029542097488921715
19035;0.0029542097488921715
19226;0.0029542097488921715
20051;0.0029542097488921715
5231;0.0029585798816568047
8263;0.0029585798816568047
14522;0.0029585798816568047
16028;0.0029585798816568047
16388;0.0029585798816568047
16715;0.0029585798816568047
16903;0.0029585798816568047
17718;0.0029585798816568047
18216;0.0029585798816568047
18678;0.0029585798816568047
19692;0.0029585798816568047
12201;0.002962962962962963
13743;0.002962962962962963
16005;0.002962962962962963
16721;0.002962962962962963
17354;0.002962962962962963
17943;0.002962962962962963
18259;0.002962962962962963
18906;0.002962962962962963
20196;0.002962962962962963
13221;0.002967359050445104
14427;0.002967359050445104
15625;0.002967359050445104
15737;0.002967359050445104
15949;0.002967359050445104
16944;0.002967359050445104
6071;0.0029717682020802376
6850;0.0029717682020802376
10355;0.0029717682020802376
11113;0.0029717682020802376
11233;0.0029717682020802376
15042;0.0029717682020802376
18869;0.0029717682020802376
4881;0.002976190476190476
14274;0.002976190476190476
15648;0.002976190476190476
16394;0.002976190476190476
16747;0.002976190476190476
17123;0.002976190476190476
17797;0.002976190476190476
18169;0.002976190476190476
18555;0.002976190476190476
19619;0.002976190476190476
6758;0.0029806259314456036
7423;0.0029806259314456036
10562;0.0029806259314456036
10835;0.0029806259314456036
12282;0.0029806259314456036
17303;0.0029806259314456036
17999;0.0029806259314456036
18312;0.0029806259314456036
18946;0.0029806259314456036
19185;0.0029806259314456036
5021;0.0029850746268656717
7312;0.0029850746268656717
8043;0.0029850746268656717
8331;0.0029850746268656717
8937;0.0029850746268656717
10729;0.0029850746268656717
10911;0.0029850746268656717
11533;0.0029850746268656717
13643;0.0029850746268656717
13881;0.0029850746268656717
15062;0.0029850746268656717
17339;0.0029850746268656717
17613;0.0029850746268656717
17765;0.0029850746268656717
19891;0.0029850746268656717
7096;0.0029895366218236174
7529;0.0029895366218236174
8876;0.0029895366218236174
10531;0.0029895366218236174
13381;0.0029895366218236174
13393;0.0029895366218236174
13760;0.0029895366218236174
13901;0.0029895366218236174
15079;0.0029895366218236174
15408;0.0029895366218236174
17236;0.0029895366218236174
18779;0.0029895366218236174
19223;0.0029895366218236174
19328;0.0029895366218236174
19362;0.0029895366218236174
19783;0.0029895366218236174
20453;0.0029895366218236174
4981;0.0029940119760479044
6988;0.0029940119760479044
10070;0.0029940119760479044
11663;0.0029940119760479044
14001;0.0029940119760479044
16450;0.0029940119760479044
16628;0.0029940119760479044
17593;0.0029940119760479044
18088;0.0029940119760479044
18623;0.0029940119760479044
18630;0.0029940119760479044
18778;0.0029940119760479044
19348;0.0029940119760479044
19758;0.0029940119760479044
